"id","name","lang","new stars","node_id","full_name","private","owner","html_url","description","fork","url","forks_url","keys_url","collaborators_url","teams_url","hooks_url","issue_events_url","events_url","assignees_url","branches_url","tags_url","blobs_url","git_tags_url","git_refs_url","trees_url","statuses_url","languages_url","stargazers_url","contributors_url","subscribers_url","subscription_url","commits_url","git_commits_url","comments_url","issue_comment_url","contents_url","compare_url","merges_url","archive_url","downloads_url","issues_url","pulls_url","milestones_url","notifications_url","labels_url","releases_url","deployments_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","stargazers_count","watchers_count","language","has_issues","has_projects","has_downloads","has_wiki","has_pages","forks_count","mirror_url","archived","disabled","open_issues_count","license","forks","open_issues","watchers","default_branch","permissions","temp_clone_token","network_count","subscribers_count"
21737465,"awesome","","263","MDEwOlJlcG9zaXRvcnkyMTczNzQ2NQ==","sindresorhus/awesome",false,"{""login"":""sindresorhus"",""id"":170270,""node_id"":""MDQ6VXNlcjE3MDI3MA=="",""avatar_url"":""https://avatars.githubusercontent.com/u/170270?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/sindresorhus"",""html_url"":""https://github.com/sindresorhus"",""followers_url"":""https://api.github.com/users/sindresorhus/followers"",""following_url"":""https://api.github.com/users/sindresorhus/following{/other_user}"",""gists_url"":""https://api.github.com/users/sindresorhus/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/sindresorhus/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/sindresorhus/subscriptions"",""organizations_url"":""https://api.github.com/users/sindresorhus/orgs"",""repos_url"":""https://api.github.com/users/sindresorhus/repos"",""events_url"":""https://api.github.com/users/sindresorhus/events{/privacy}"",""received_events_url"":""https://api.github.com/users/sindresorhus/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/sindresorhus/awesome","😎 Awesome lists about all kinds of interesting topics",false,"https://api.github.com/repos/sindresorhus/awesome","https://api.github.com/repos/sindresorhus/awesome/forks","https://api.github.com/repos/sindresorhus/awesome/keys{/key_id}","https://api.github.com/repos/sindresorhus/awesome/collaborators{/collaborator}","https://api.github.com/repos/sindresorhus/awesome/teams","https://api.github.com/repos/sindresorhus/awesome/hooks","https://api.github.com/repos/sindresorhus/awesome/issues/events{/number}","https://api.github.com/repos/sindresorhus/awesome/events","https://api.github.com/repos/sindresorhus/awesome/assignees{/user}","https://api.github.com/repos/sindresorhus/awesome/branches{/branch}","https://api.github.com/repos/sindresorhus/awesome/tags","https://api.github.com/repos/sindresorhus/awesome/git/blobs{/sha}","https://api.github.com/repos/sindresorhus/awesome/git/tags{/sha}","https://api.github.com/repos/sindresorhus/awesome/git/refs{/sha}","https://api.github.com/repos/sindresorhus/awesome/git/trees{/sha}","https://api.github.com/repos/sindresorhus/awesome/statuses/{sha}","https://api.github.com/repos/sindresorhus/awesome/languages","https://api.github.com/repos/sindresorhus/awesome/stargazers","https://api.github.com/repos/sindresorhus/awesome/contributors","https://api.github.com/repos/sindresorhus/awesome/subscribers","https://api.github.com/repos/sindresorhus/awesome/subscription","https://api.github.com/repos/sindresorhus/awesome/commits{/sha}","https://api.github.com/repos/sindresorhus/awesome/git/commits{/sha}","https://api.github.com/repos/sindresorhus/awesome/comments{/number}","https://api.github.com/repos/sindresorhus/awesome/issues/comments{/number}","https://api.github.com/repos/sindresorhus/awesome/contents/{+path}","https://api.github.com/repos/sindresorhus/awesome/compare/{base}...{head}","https://api.github.com/repos/sindresorhus/awesome/merges","https://api.github.com/repos/sindresorhus/awesome/{archive_format}{/ref}","https://api.github.com/repos/sindresorhus/awesome/downloads","https://api.github.com/repos/sindresorhus/awesome/issues{/number}","https://api.github.com/repos/sindresorhus/awesome/pulls{/number}","https://api.github.com/repos/sindresorhus/awesome/milestones{/number}","https://api.github.com/repos/sindresorhus/awesome/notifications{?since,all,participating}","https://api.github.com/repos/sindresorhus/awesome/labels{/name}","https://api.github.com/repos/sindresorhus/awesome/releases{/id}","https://api.github.com/repos/sindresorhus/awesome/deployments","2014-07-11T13:42:37Z","2021-08-11T08:28:54Z","2021-08-02T14:18:02Z","git://github.com/sindresorhus/awesome.git","git@github.com:sindresorhus/awesome.git","https://github.com/sindresorhus/awesome.git","https://github.com/sindresorhus/awesome","",1410,166816,166816,"Shell",true,false,true,false,true,21297,,false,false,28,"{""key"":""cc0-1.0"",""name"":""Creative Commons Zero v1.0 Universal"",""spdx_id"":""CC0-1.0"",""url"":""https://api.github.com/licenses/cc0-1.0"",""node_id"":""MDc6TGljZW5zZTY=""}",21297,28,166816,"main","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",21297,7179
85077558,"developer-roadmap","","374","MDEwOlJlcG9zaXRvcnk4NTA3NzU1OA==","kamranahmedse/developer-roadmap",false,"{""login"":""kamranahmedse"",""id"":4921183,""node_id"":""MDQ6VXNlcjQ5MjExODM="",""avatar_url"":""https://avatars.githubusercontent.com/u/4921183?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/kamranahmedse"",""html_url"":""https://github.com/kamranahmedse"",""followers_url"":""https://api.github.com/users/kamranahmedse/followers"",""following_url"":""https://api.github.com/users/kamranahmedse/following{/other_user}"",""gists_url"":""https://api.github.com/users/kamranahmedse/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/kamranahmedse/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/kamranahmedse/subscriptions"",""organizations_url"":""https://api.github.com/users/kamranahmedse/orgs"",""repos_url"":""https://api.github.com/users/kamranahmedse/repos"",""events_url"":""https://api.github.com/users/kamranahmedse/events{/privacy}"",""received_events_url"":""https://api.github.com/users/kamranahmedse/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/kamranahmedse/developer-roadmap","Roadmap to becoming a web developer in 2021",false,"https://api.github.com/repos/kamranahmedse/developer-roadmap","https://api.github.com/repos/kamranahmedse/developer-roadmap/forks","https://api.github.com/repos/kamranahmedse/developer-roadmap/keys{/key_id}","https://api.github.com/repos/kamranahmedse/developer-roadmap/collaborators{/collaborator}","https://api.github.com/repos/kamranahmedse/developer-roadmap/teams","https://api.github.com/repos/kamranahmedse/developer-roadmap/hooks","https://api.github.com/repos/kamranahmedse/developer-roadmap/issues/events{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/events","https://api.github.com/repos/kamranahmedse/developer-roadmap/assignees{/user}","https://api.github.com/repos/kamranahmedse/developer-roadmap/branches{/branch}","https://api.github.com/repos/kamranahmedse/developer-roadmap/tags","https://api.github.com/repos/kamranahmedse/developer-roadmap/git/blobs{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/git/tags{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/git/refs{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/git/trees{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/statuses/{sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/languages","https://api.github.com/repos/kamranahmedse/developer-roadmap/stargazers","https://api.github.com/repos/kamranahmedse/developer-roadmap/contributors","https://api.github.com/repos/kamranahmedse/developer-roadmap/subscribers","https://api.github.com/repos/kamranahmedse/developer-roadmap/subscription","https://api.github.com/repos/kamranahmedse/developer-roadmap/commits{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/git/commits{/sha}","https://api.github.com/repos/kamranahmedse/developer-roadmap/comments{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/issues/comments{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/contents/{+path}","https://api.github.com/repos/kamranahmedse/developer-roadmap/compare/{base}...{head}","https://api.github.com/repos/kamranahmedse/developer-roadmap/merges","https://api.github.com/repos/kamranahmedse/developer-roadmap/{archive_format}{/ref}","https://api.github.com/repos/kamranahmedse/developer-roadmap/downloads","https://api.github.com/repos/kamranahmedse/developer-roadmap/issues{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/pulls{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/milestones{/number}","https://api.github.com/repos/kamranahmedse/developer-roadmap/notifications{?since,all,participating}","https://api.github.com/repos/kamranahmedse/developer-roadmap/labels{/name}","https://api.github.com/repos/kamranahmedse/developer-roadmap/releases{/id}","https://api.github.com/repos/kamranahmedse/developer-roadmap/deployments","2017-03-15T13:45:52Z","2021-08-11T08:30:59Z","2021-08-10T22:39:17Z","git://github.com/kamranahmedse/developer-roadmap.git","git@github.com:kamranahmedse/developer-roadmap.git","https://github.com/kamranahmedse/developer-roadmap.git","https://github.com/kamranahmedse/developer-roadmap","https://roadmap.sh",72568,168012,168012,,true,true,true,true,false,24247,,false,false,79,"{""key"":""other"",""name"":""Other"",""spdx_id"":""NOASSERTION"",""url"":null,""node_id"":""MDc6TGljZW5zZTA=""}",24247,79,168012,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",24247,8084
62607227,"tech-interview-handbook","JavaScript","131","MDEwOlJlcG9zaXRvcnk2MjYwNzIyNw==","yangshun/tech-interview-handbook",false,"{""login"":""yangshun"",""id"":1315101,""node_id"":""MDQ6VXNlcjEzMTUxMDE="",""avatar_url"":""https://avatars.githubusercontent.com/u/1315101?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/yangshun"",""html_url"":""https://github.com/yangshun"",""followers_url"":""https://api.github.com/users/yangshun/followers"",""following_url"":""https://api.github.com/users/yangshun/following{/other_user}"",""gists_url"":""https://api.github.com/users/yangshun/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/yangshun/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/yangshun/subscriptions"",""organizations_url"":""https://api.github.com/users/yangshun/orgs"",""repos_url"":""https://api.github.com/users/yangshun/repos"",""events_url"":""https://api.github.com/users/yangshun/events{/privacy}"",""received_events_url"":""https://api.github.com/users/yangshun/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/yangshun/tech-interview-handbook","💯 Curated interview preparation materials for busy engineers",false,"https://api.github.com/repos/yangshun/tech-interview-handbook","https://api.github.com/repos/yangshun/tech-interview-handbook/forks","https://api.github.com/repos/yangshun/tech-interview-handbook/keys{/key_id}","https://api.github.com/repos/yangshun/tech-interview-handbook/collaborators{/collaborator}","https://api.github.com/repos/yangshun/tech-interview-handbook/teams","https://api.github.com/repos/yangshun/tech-interview-handbook/hooks","https://api.github.com/repos/yangshun/tech-interview-handbook/issues/events{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/events","https://api.github.com/repos/yangshun/tech-interview-handbook/assignees{/user}","https://api.github.com/repos/yangshun/tech-interview-handbook/branches{/branch}","https://api.github.com/repos/yangshun/tech-interview-handbook/tags","https://api.github.com/repos/yangshun/tech-interview-handbook/git/blobs{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/git/tags{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/git/refs{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/git/trees{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/statuses/{sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/languages","https://api.github.com/repos/yangshun/tech-interview-handbook/stargazers","https://api.github.com/repos/yangshun/tech-interview-handbook/contributors","https://api.github.com/repos/yangshun/tech-interview-handbook/subscribers","https://api.github.com/repos/yangshun/tech-interview-handbook/subscription","https://api.github.com/repos/yangshun/tech-interview-handbook/commits{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/git/commits{/sha}","https://api.github.com/repos/yangshun/tech-interview-handbook/comments{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/issues/comments{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/contents/{+path}","https://api.github.com/repos/yangshun/tech-interview-handbook/compare/{base}...{head}","https://api.github.com/repos/yangshun/tech-interview-handbook/merges","https://api.github.com/repos/yangshun/tech-interview-handbook/{archive_format}{/ref}","https://api.github.com/repos/yangshun/tech-interview-handbook/downloads","https://api.github.com/repos/yangshun/tech-interview-handbook/issues{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/pulls{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/milestones{/number}","https://api.github.com/repos/yangshun/tech-interview-handbook/notifications{?since,all,participating}","https://api.github.com/repos/yangshun/tech-interview-handbook/labels{/name}","https://api.github.com/repos/yangshun/tech-interview-handbook/releases{/id}","https://api.github.com/repos/yangshun/tech-interview-handbook/deployments","2016-07-05T05:00:48Z","2021-08-11T08:05:12Z","2021-08-11T06:13:59Z","git://github.com/yangshun/tech-interview-handbook.git","git@github.com:yangshun/tech-interview-handbook.git","https://github.com/yangshun/tech-interview-handbook.git","https://github.com/yangshun/tech-interview-handbook","https://techinterviewhandbook.org",12818,55948,55948,"JavaScript",true,false,true,true,true,7890,,false,false,6,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",7890,6,55948,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",7890,1840
74791366,"clean-code-javascript","JavaScript","161","MDEwOlJlcG9zaXRvcnk3NDc5MTM2Ng==","ryanmcdermott/clean-code-javascript",false,"{""login"":""ryanmcdermott"",""id"":5114666,""node_id"":""MDQ6VXNlcjUxMTQ2NjY="",""avatar_url"":""https://avatars.githubusercontent.com/u/5114666?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/ryanmcdermott"",""html_url"":""https://github.com/ryanmcdermott"",""followers_url"":""https://api.github.com/users/ryanmcdermott/followers"",""following_url"":""https://api.github.com/users/ryanmcdermott/following{/other_user}"",""gists_url"":""https://api.github.com/users/ryanmcdermott/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/ryanmcdermott/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/ryanmcdermott/subscriptions"",""organizations_url"":""https://api.github.com/users/ryanmcdermott/orgs"",""repos_url"":""https://api.github.com/users/ryanmcdermott/repos"",""events_url"":""https://api.github.com/users/ryanmcdermott/events{/privacy}"",""received_events_url"":""https://api.github.com/users/ryanmcdermott/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/ryanmcdermott/clean-code-javascript",":bathtub: Clean Code concepts adapted for JavaScript",false,"https://api.github.com/repos/ryanmcdermott/clean-code-javascript","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/forks","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/keys{/key_id}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/collaborators{/collaborator}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/teams","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/hooks","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/issues/events{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/events","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/assignees{/user}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/branches{/branch}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/tags","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/git/blobs{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/git/tags{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/git/refs{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/git/trees{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/statuses/{sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/languages","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/stargazers","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/contributors","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/subscribers","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/subscription","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/commits{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/git/commits{/sha}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/comments{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/issues/comments{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/contents/{+path}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/compare/{base}...{head}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/merges","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/{archive_format}{/ref}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/downloads","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/issues{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/pulls{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/milestones{/number}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/notifications{?since,all,participating}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/labels{/name}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/releases{/id}","https://api.github.com/repos/ryanmcdermott/clean-code-javascript/deployments","2016-11-25T22:25:41Z","2021-08-11T08:01:47Z","2021-07-23T17:31:38Z","git://github.com/ryanmcdermott/clean-code-javascript.git","git@github.com:ryanmcdermott/clean-code-javascript.git","https://github.com/ryanmcdermott/clean-code-javascript.git","https://github.com/ryanmcdermott/clean-code-javascript",,574,55142,55142,"JavaScript",true,true,true,true,false,6969,,false,false,41,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",6969,41,55142,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",6969,1654
22119721,"git-flight-rules","","399","MDEwOlJlcG9zaXRvcnkyMjExOTcyMQ==","k88hudson/git-flight-rules",false,"{""login"":""k88hudson"",""id"":1455535,""node_id"":""MDQ6VXNlcjE0NTU1MzU="",""avatar_url"":""https://avatars.githubusercontent.com/u/1455535?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/k88hudson"",""html_url"":""https://github.com/k88hudson"",""followers_url"":""https://api.github.com/users/k88hudson/followers"",""following_url"":""https://api.github.com/users/k88hudson/following{/other_user}"",""gists_url"":""https://api.github.com/users/k88hudson/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/k88hudson/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/k88hudson/subscriptions"",""organizations_url"":""https://api.github.com/users/k88hudson/orgs"",""repos_url"":""https://api.github.com/users/k88hudson/repos"",""events_url"":""https://api.github.com/users/k88hudson/events{/privacy}"",""received_events_url"":""https://api.github.com/users/k88hudson/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/k88hudson/git-flight-rules","Flight rules for git",false,"https://api.github.com/repos/k88hudson/git-flight-rules","https://api.github.com/repos/k88hudson/git-flight-rules/forks","https://api.github.com/repos/k88hudson/git-flight-rules/keys{/key_id}","https://api.github.com/repos/k88hudson/git-flight-rules/collaborators{/collaborator}","https://api.github.com/repos/k88hudson/git-flight-rules/teams","https://api.github.com/repos/k88hudson/git-flight-rules/hooks","https://api.github.com/repos/k88hudson/git-flight-rules/issues/events{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/events","https://api.github.com/repos/k88hudson/git-flight-rules/assignees{/user}","https://api.github.com/repos/k88hudson/git-flight-rules/branches{/branch}","https://api.github.com/repos/k88hudson/git-flight-rules/tags","https://api.github.com/repos/k88hudson/git-flight-rules/git/blobs{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/git/tags{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/git/refs{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/git/trees{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/statuses/{sha}","https://api.github.com/repos/k88hudson/git-flight-rules/languages","https://api.github.com/repos/k88hudson/git-flight-rules/stargazers","https://api.github.com/repos/k88hudson/git-flight-rules/contributors","https://api.github.com/repos/k88hudson/git-flight-rules/subscribers","https://api.github.com/repos/k88hudson/git-flight-rules/subscription","https://api.github.com/repos/k88hudson/git-flight-rules/commits{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/git/commits{/sha}","https://api.github.com/repos/k88hudson/git-flight-rules/comments{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/issues/comments{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/contents/{+path}","https://api.github.com/repos/k88hudson/git-flight-rules/compare/{base}...{head}","https://api.github.com/repos/k88hudson/git-flight-rules/merges","https://api.github.com/repos/k88hudson/git-flight-rules/{archive_format}{/ref}","https://api.github.com/repos/k88hudson/git-flight-rules/downloads","https://api.github.com/repos/k88hudson/git-flight-rules/issues{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/pulls{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/milestones{/number}","https://api.github.com/repos/k88hudson/git-flight-rules/notifications{?since,all,participating}","https://api.github.com/repos/k88hudson/git-flight-rules/labels{/name}","https://api.github.com/repos/k88hudson/git-flight-rules/releases{/id}","https://api.github.com/repos/k88hudson/git-flight-rules/deployments","2014-07-22T20:35:09Z","2021-08-11T07:23:20Z","2021-07-04T17:13:22Z","git://github.com/k88hudson/git-flight-rules.git","git@github.com:k88hudson/git-flight-rules.git","https://github.com/k88hudson/git-flight-rules.git","https://github.com/k88hudson/git-flight-rules","",991,37007,37007,,true,true,true,true,false,2762,,false,false,14,"{""key"":""cc-by-sa-4.0"",""name"":""Creative Commons Attribution Share Alike 4.0 International"",""spdx_id"":""CC-BY-SA-4.0"",""url"":""https://api.github.com/licenses/cc-by-sa-4.0"",""node_id"":""MDc6TGljZW5zZTI2""}",2762,14,37007,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",2762,660
44882201,"awesome-for-beginners","","100","MDEwOlJlcG9zaXRvcnk0NDg4MjIwMQ==","MunGell/awesome-for-beginners",false,"{""login"":""MunGell"",""id"":812976,""node_id"":""MDQ6VXNlcjgxMjk3Ng=="",""avatar_url"":""https://avatars.githubusercontent.com/u/812976?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/MunGell"",""html_url"":""https://github.com/MunGell"",""followers_url"":""https://api.github.com/users/MunGell/followers"",""following_url"":""https://api.github.com/users/MunGell/following{/other_user}"",""gists_url"":""https://api.github.com/users/MunGell/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/MunGell/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/MunGell/subscriptions"",""organizations_url"":""https://api.github.com/users/MunGell/orgs"",""repos_url"":""https://api.github.com/users/MunGell/repos"",""events_url"":""https://api.github.com/users/MunGell/events{/privacy}"",""received_events_url"":""https://api.github.com/users/MunGell/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/MunGell/awesome-for-beginners","A list of awesome beginners-friendly projects.",false,"https://api.github.com/repos/MunGell/awesome-for-beginners","https://api.github.com/repos/MunGell/awesome-for-beginners/forks","https://api.github.com/repos/MunGell/awesome-for-beginners/keys{/key_id}","https://api.github.com/repos/MunGell/awesome-for-beginners/collaborators{/collaborator}","https://api.github.com/repos/MunGell/awesome-for-beginners/teams","https://api.github.com/repos/MunGell/awesome-for-beginners/hooks","https://api.github.com/repos/MunGell/awesome-for-beginners/issues/events{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/events","https://api.github.com/repos/MunGell/awesome-for-beginners/assignees{/user}","https://api.github.com/repos/MunGell/awesome-for-beginners/branches{/branch}","https://api.github.com/repos/MunGell/awesome-for-beginners/tags","https://api.github.com/repos/MunGell/awesome-for-beginners/git/blobs{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/git/tags{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/git/refs{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/git/trees{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/statuses/{sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/languages","https://api.github.com/repos/MunGell/awesome-for-beginners/stargazers","https://api.github.com/repos/MunGell/awesome-for-beginners/contributors","https://api.github.com/repos/MunGell/awesome-for-beginners/subscribers","https://api.github.com/repos/MunGell/awesome-for-beginners/subscription","https://api.github.com/repos/MunGell/awesome-for-beginners/commits{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/git/commits{/sha}","https://api.github.com/repos/MunGell/awesome-for-beginners/comments{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/issues/comments{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/contents/{+path}","https://api.github.com/repos/MunGell/awesome-for-beginners/compare/{base}...{head}","https://api.github.com/repos/MunGell/awesome-for-beginners/merges","https://api.github.com/repos/MunGell/awesome-for-beginners/{archive_format}{/ref}","https://api.github.com/repos/MunGell/awesome-for-beginners/downloads","https://api.github.com/repos/MunGell/awesome-for-beginners/issues{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/pulls{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/milestones{/number}","https://api.github.com/repos/MunGell/awesome-for-beginners/notifications{?since,all,participating}","https://api.github.com/repos/MunGell/awesome-for-beginners/labels{/name}","https://api.github.com/repos/MunGell/awesome-for-beginners/releases{/id}","https://api.github.com/repos/MunGell/awesome-for-beginners/deployments","2015-10-24T19:53:36Z","2021-08-11T08:44:53Z","2021-08-10T18:45:32Z","git://github.com/MunGell/awesome-for-beginners.git","git@github.com:MunGell/awesome-for-beginners.git","https://github.com/MunGell/awesome-for-beginners.git","https://github.com/MunGell/awesome-for-beginners",,536,33876,33876,,true,false,true,false,false,4983,,false,false,34,,4983,34,33876,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",4983,1297
"191529732","lydiahallie/javascript-questions","","134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179164257","libra/libra","Rust","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80286288","arendst/Tasmota","C","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121291758","Pierian-Data/Complete-Python-3-Bootcamp","Jupyter Notebook","74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
