id,name,full_name,language,new stars,description,forks_count,stargazers_count,owner
576201,three.js,mrdoob/three.js,JavaScript,208,JavaScript 3D Library.,28762,73428,|{'html_url': 'https://github.com/mrdoob/three.js', 'avatar_url': 'https://avatars.githubusercontent.com/u/576201?v=4', 'login': 'three.js'}|
138839979,DeepLearning-500-questions,scutan90/DeepLearning-500-questions,JavaScript,253,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,14223,45468,|{'html_url': 'https://github.com/scutan90/DeepLearning-500-questions', 'avatar_url': 'https://avatars.githubusercontent.com/u/138839979?v=4', 'login': 'DeepLearning-500-questions'}|
147350463,33-js-concepts,leonardomso/33-js-concepts,JavaScript,722,📜 33 JavaScript concepts every developer should know.,5442,42951,|{'html_url': 'https://github.com/leonardomso/33-js-concepts', 'avatar_url': 'https://avatars.githubusercontent.com/u/147350463?v=4', 'login': '33-js-concepts'}|
140687430,uni-app,dcloudio/uni-app,JavaScript,162,uni-app 是使用 Vue 语法开发小程序、H5、App的统一框架,3038,32836,|{'html_url': 'https://github.com/dcloudio/uni-app', 'avatar_url': 'https://avatars.githubusercontent.com/u/140687430?v=4', 'login': 'uni-app'}|
278335273,github-readme-stats,anuraghazra/github-readme-stats,JavaScript,447,:zap: Dynamically generated stats for your github readmes,6208,28458,|{'html_url': 'https://github.com/anuraghazra/github-readme-stats', 'avatar_url': 'https://avatars.githubusercontent.com/u/278335273?v=4', 'login': 'github-readme-stats'}|
2096579,marked,markedjs/marked,JavaScript,79,A markdown parser and compiler. Built for speed.,3062,25552,|{'html_url': 'https://github.com/markedjs/marked', 'avatar_url': 'https://avatars.githubusercontent.com/u/2096579?v=4', 'login': 'marked'}|
85031442,hiring-without-whiteboards,poteto/hiring-without-whiteboards,JavaScript,112,⭐️  Companies that don't have a broken hiring process,2023,22710,|{'html_url': 'https://github.com/poteto/hiring-without-whiteboards', 'avatar_url': 'https://avatars.githubusercontent.com/u/85031442?v=4', 'login': 'hiring-without-whiteboards'}|
402046,jsPDF,MrRio/jsPDF,JavaScript,88,Client-side JavaScript PDF generation for everyone.,4061,22565,|{'html_url': 'https://github.com/MrRio/jsPDF', 'avatar_url': 'https://avatars.githubusercontent.com/u/402046?v=4', 'login': 'jsPDF'}|
19745004,odoo,odoo/odoo,JavaScript,104,Odoo. Open Source Apps To Grow Your Business.,14761,22122,|{'html_url': 'https://github.com/odoo/odoo', 'avatar_url': 'https://avatars.githubusercontent.com/u/19745004?v=4', 'login': 'odoo'}|
17372733,OpenAPI-Specification,OAI/OpenAPI-Specification,JavaScript,152,The OpenAPI Specification Repository,7662,21659,|{'html_url': 'https://github.com/OAI/OpenAPI-Specification', 'avatar_url': 'https://avatars.githubusercontent.com/u/17372733?v=4', 'login': 'OpenAPI-Specification'}|
