"id","name","lang","new stars","node_id","full_name","private","owner","html_url","description","fork","url","forks_url","keys_url","collaborators_url","teams_url","hooks_url","issue_events_url","events_url","assignees_url","branches_url","tags_url","blobs_url","git_tags_url","git_refs_url","trees_url","statuses_url","languages_url","stargazers_url","contributors_url","subscribers_url","subscription_url","commits_url","git_commits_url","comments_url","issue_comment_url","contents_url","compare_url","merges_url","archive_url","downloads_url","issues_url","pulls_url","milestones_url","notifications_url","labels_url","releases_url","deployments_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","stargazers_count","watchers_count","language","has_issues","has_projects","has_downloads","has_wiki","has_pages","forks_count","mirror_url","archived","disabled","open_issues_count","license","forks","open_issues","watchers","default_branch","permissions","temp_clone_token","organization","network_count","subscribers_count"
458058,"symfony","PHP","37","MDEwOlJlcG9zaXRvcnk0NTgwNTg=","symfony/symfony",false,"{""login"":""symfony"",""id"":143937,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjE0MzkzNw=="",""avatar_url"":""https://avatars.githubusercontent.com/u/143937?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/symfony"",""html_url"":""https://github.com/symfony"",""followers_url"":""https://api.github.com/users/symfony/followers"",""following_url"":""https://api.github.com/users/symfony/following{/other_user}"",""gists_url"":""https://api.github.com/users/symfony/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/symfony/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/symfony/subscriptions"",""organizations_url"":""https://api.github.com/users/symfony/orgs"",""repos_url"":""https://api.github.com/users/symfony/repos"",""events_url"":""https://api.github.com/users/symfony/events{/privacy}"",""received_events_url"":""https://api.github.com/users/symfony/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/symfony/symfony","The Symfony PHP framework",false,"https://api.github.com/repos/symfony/symfony","https://api.github.com/repos/symfony/symfony/forks","https://api.github.com/repos/symfony/symfony/keys{/key_id}","https://api.github.com/repos/symfony/symfony/collaborators{/collaborator}","https://api.github.com/repos/symfony/symfony/teams","https://api.github.com/repos/symfony/symfony/hooks","https://api.github.com/repos/symfony/symfony/issues/events{/number}","https://api.github.com/repos/symfony/symfony/events","https://api.github.com/repos/symfony/symfony/assignees{/user}","https://api.github.com/repos/symfony/symfony/branches{/branch}","https://api.github.com/repos/symfony/symfony/tags","https://api.github.com/repos/symfony/symfony/git/blobs{/sha}","https://api.github.com/repos/symfony/symfony/git/tags{/sha}","https://api.github.com/repos/symfony/symfony/git/refs{/sha}","https://api.github.com/repos/symfony/symfony/git/trees{/sha}","https://api.github.com/repos/symfony/symfony/statuses/{sha}","https://api.github.com/repos/symfony/symfony/languages","https://api.github.com/repos/symfony/symfony/stargazers","https://api.github.com/repos/symfony/symfony/contributors","https://api.github.com/repos/symfony/symfony/subscribers","https://api.github.com/repos/symfony/symfony/subscription","https://api.github.com/repos/symfony/symfony/commits{/sha}","https://api.github.com/repos/symfony/symfony/git/commits{/sha}","https://api.github.com/repos/symfony/symfony/comments{/number}","https://api.github.com/repos/symfony/symfony/issues/comments{/number}","https://api.github.com/repos/symfony/symfony/contents/{+path}","https://api.github.com/repos/symfony/symfony/compare/{base}...{head}","https://api.github.com/repos/symfony/symfony/merges","https://api.github.com/repos/symfony/symfony/{archive_format}{/ref}","https://api.github.com/repos/symfony/symfony/downloads","https://api.github.com/repos/symfony/symfony/issues{/number}","https://api.github.com/repos/symfony/symfony/pulls{/number}","https://api.github.com/repos/symfony/symfony/milestones{/number}","https://api.github.com/repos/symfony/symfony/notifications{?since,all,participating}","https://api.github.com/repos/symfony/symfony/labels{/name}","https://api.github.com/repos/symfony/symfony/releases{/id}","https://api.github.com/repos/symfony/symfony/deployments","2010-01-04T14:21:21Z","2021-08-14T06:39:59Z","2021-08-14T10:14:38Z","git://github.com/symfony/symfony.git","git@github.com:symfony/symfony.git","https://github.com/symfony/symfony.git","https://github.com/symfony/symfony","https://symfony.com",202362,25642,25642,"PHP",true,true,false,false,false,8241,,false,false,791,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",8241,791,25642,"5.4","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""symfony"",""id"":143937,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjE0MzkzNw=="",""avatar_url"":""https://avatars.githubusercontent.com/u/143937?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/symfony"",""html_url"":""https://github.com/symfony"",""followers_url"":""https://api.github.com/users/symfony/followers"",""following_url"":""https://api.github.com/users/symfony/following{/other_user}"",""gists_url"":""https://api.github.com/users/symfony/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/symfony/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/symfony/subscriptions"",""organizations_url"":""https://api.github.com/users/symfony/orgs"",""repos_url"":""https://api.github.com/users/symfony/repos"",""events_url"":""https://api.github.com/users/symfony/events{/privacy}"",""received_events_url"":""https://api.github.com/users/symfony/received_events"",""type"":""Organization"",""site_admin"":false}",8241,1206
7548986,"framework","PHP","54","MDEwOlJlcG9zaXRvcnk3NTQ4OTg2","laravel/framework",false,"{""login"":""laravel"",""id"":958072,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjk1ODA3Mg=="",""avatar_url"":""https://avatars.githubusercontent.com/u/958072?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/laravel"",""html_url"":""https://github.com/laravel"",""followers_url"":""https://api.github.com/users/laravel/followers"",""following_url"":""https://api.github.com/users/laravel/following{/other_user}"",""gists_url"":""https://api.github.com/users/laravel/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/laravel/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/laravel/subscriptions"",""organizations_url"":""https://api.github.com/users/laravel/orgs"",""repos_url"":""https://api.github.com/users/laravel/repos"",""events_url"":""https://api.github.com/users/laravel/events{/privacy}"",""received_events_url"":""https://api.github.com/users/laravel/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/laravel/framework","The Laravel Framework.",false,"https://api.github.com/repos/laravel/framework","https://api.github.com/repos/laravel/framework/forks","https://api.github.com/repos/laravel/framework/keys{/key_id}","https://api.github.com/repos/laravel/framework/collaborators{/collaborator}","https://api.github.com/repos/laravel/framework/teams","https://api.github.com/repos/laravel/framework/hooks","https://api.github.com/repos/laravel/framework/issues/events{/number}","https://api.github.com/repos/laravel/framework/events","https://api.github.com/repos/laravel/framework/assignees{/user}","https://api.github.com/repos/laravel/framework/branches{/branch}","https://api.github.com/repos/laravel/framework/tags","https://api.github.com/repos/laravel/framework/git/blobs{/sha}","https://api.github.com/repos/laravel/framework/git/tags{/sha}","https://api.github.com/repos/laravel/framework/git/refs{/sha}","https://api.github.com/repos/laravel/framework/git/trees{/sha}","https://api.github.com/repos/laravel/framework/statuses/{sha}","https://api.github.com/repos/laravel/framework/languages","https://api.github.com/repos/laravel/framework/stargazers","https://api.github.com/repos/laravel/framework/contributors","https://api.github.com/repos/laravel/framework/subscribers","https://api.github.com/repos/laravel/framework/subscription","https://api.github.com/repos/laravel/framework/commits{/sha}","https://api.github.com/repos/laravel/framework/git/commits{/sha}","https://api.github.com/repos/laravel/framework/comments{/number}","https://api.github.com/repos/laravel/framework/issues/comments{/number}","https://api.github.com/repos/laravel/framework/contents/{+path}","https://api.github.com/repos/laravel/framework/compare/{base}...{head}","https://api.github.com/repos/laravel/framework/merges","https://api.github.com/repos/laravel/framework/{archive_format}{/ref}","https://api.github.com/repos/laravel/framework/downloads","https://api.github.com/repos/laravel/framework/issues{/number}","https://api.github.com/repos/laravel/framework/pulls{/number}","https://api.github.com/repos/laravel/framework/milestones{/number}","https://api.github.com/repos/laravel/framework/notifications{?since,all,participating}","https://api.github.com/repos/laravel/framework/labels{/name}","https://api.github.com/repos/laravel/framework/releases{/id}","https://api.github.com/repos/laravel/framework/deployments","2013-01-10T21:27:28Z","2021-08-14T08:41:59Z","2021-08-14T03:05:50Z","git://github.com/laravel/framework.git","git@github.com:laravel/framework.git","https://github.com/laravel/framework.git","https://github.com/laravel/framework","https://laravel.com",57645,24623,24623,"PHP",true,false,true,false,false,8377,,false,false,16,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",8377,16,24623,"8.x","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""laravel"",""id"":958072,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjk1ODA3Mg=="",""avatar_url"":""https://avatars.githubusercontent.com/u/958072?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/laravel"",""html_url"":""https://github.com/laravel"",""followers_url"":""https://api.github.com/users/laravel/followers"",""following_url"":""https://api.github.com/users/laravel/following{/other_user}"",""gists_url"":""https://api.github.com/users/laravel/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/laravel/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/laravel/subscriptions"",""organizations_url"":""https://api.github.com/users/laravel/orgs"",""repos_url"":""https://api.github.com/users/laravel/repos"",""events_url"":""https://api.github.com/users/laravel/events{/privacy}"",""received_events_url"":""https://api.github.com/users/laravel/received_events"",""type"":""Organization"",""site_admin"":false}",8377,1053
7704544,"image","PHP","23","MDEwOlJlcG9zaXRvcnk3NzA0NTQ0","Intervention/image",false,"{""login"":""Intervention"",""id"":3258272,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjMyNTgyNzI="",""avatar_url"":""https://avatars.githubusercontent.com/u/3258272?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/Intervention"",""html_url"":""https://github.com/Intervention"",""followers_url"":""https://api.github.com/users/Intervention/followers"",""following_url"":""https://api.github.com/users/Intervention/following{/other_user}"",""gists_url"":""https://api.github.com/users/Intervention/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/Intervention/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/Intervention/subscriptions"",""organizations_url"":""https://api.github.com/users/Intervention/orgs"",""repos_url"":""https://api.github.com/users/Intervention/repos"",""events_url"":""https://api.github.com/users/Intervention/events{/privacy}"",""received_events_url"":""https://api.github.com/users/Intervention/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/Intervention/image","PHP Image Manipulation",false,"https://api.github.com/repos/Intervention/image","https://api.github.com/repos/Intervention/image/forks","https://api.github.com/repos/Intervention/image/keys{/key_id}","https://api.github.com/repos/Intervention/image/collaborators{/collaborator}","https://api.github.com/repos/Intervention/image/teams","https://api.github.com/repos/Intervention/image/hooks","https://api.github.com/repos/Intervention/image/issues/events{/number}","https://api.github.com/repos/Intervention/image/events","https://api.github.com/repos/Intervention/image/assignees{/user}","https://api.github.com/repos/Intervention/image/branches{/branch}","https://api.github.com/repos/Intervention/image/tags","https://api.github.com/repos/Intervention/image/git/blobs{/sha}","https://api.github.com/repos/Intervention/image/git/tags{/sha}","https://api.github.com/repos/Intervention/image/git/refs{/sha}","https://api.github.com/repos/Intervention/image/git/trees{/sha}","https://api.github.com/repos/Intervention/image/statuses/{sha}","https://api.github.com/repos/Intervention/image/languages","https://api.github.com/repos/Intervention/image/stargazers","https://api.github.com/repos/Intervention/image/contributors","https://api.github.com/repos/Intervention/image/subscribers","https://api.github.com/repos/Intervention/image/subscription","https://api.github.com/repos/Intervention/image/commits{/sha}","https://api.github.com/repos/Intervention/image/git/commits{/sha}","https://api.github.com/repos/Intervention/image/comments{/number}","https://api.github.com/repos/Intervention/image/issues/comments{/number}","https://api.github.com/repos/Intervention/image/contents/{+path}","https://api.github.com/repos/Intervention/image/compare/{base}...{head}","https://api.github.com/repos/Intervention/image/merges","https://api.github.com/repos/Intervention/image/{archive_format}{/ref}","https://api.github.com/repos/Intervention/image/downloads","https://api.github.com/repos/Intervention/image/issues{/number}","https://api.github.com/repos/Intervention/image/pulls{/number}","https://api.github.com/repos/Intervention/image/milestones{/number}","https://api.github.com/repos/Intervention/image/notifications{?since,all,participating}","https://api.github.com/repos/Intervention/image/labels{/name}","https://api.github.com/repos/Intervention/image/releases{/id}","https://api.github.com/repos/Intervention/image/deployments","2013-01-19T15:05:32Z","2021-08-14T09:53:23Z","2021-08-13T10:23:37Z","git://github.com/Intervention/image.git","git@github.com:Intervention/image.git","https://github.com/Intervention/image.git","https://github.com/Intervention/image","http://image.intervention.io",1244,12060,12060,"PHP",true,true,true,true,false,1358,,false,false,329,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",1358,329,12060,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""Intervention"",""id"":3258272,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjMyNTgyNzI="",""avatar_url"":""https://avatars.githubusercontent.com/u/3258272?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/Intervention"",""html_url"":""https://github.com/Intervention"",""followers_url"":""https://api.github.com/users/Intervention/followers"",""following_url"":""https://api.github.com/users/Intervention/following{/other_user}"",""gists_url"":""https://api.github.com/users/Intervention/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/Intervention/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/Intervention/subscriptions"",""organizations_url"":""https://api.github.com/users/Intervention/orgs"",""repos_url"":""https://api.github.com/users/Intervention/repos"",""events_url"":""https://api.github.com/users/Intervention/events{/privacy}"",""received_events_url"":""https://api.github.com/users/Intervention/received_events"",""type"":""Organization"",""site_admin"":false}",1358,282
1305114,"sage","PHP","21","MDEwOlJlcG9zaXRvcnkxMzA1MTE0","roots/sage",false,"{""login"":""roots"",""id"":4986074,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjQ5ODYwNzQ="",""avatar_url"":""https://avatars.githubusercontent.com/u/4986074?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/roots"",""html_url"":""https://github.com/roots"",""followers_url"":""https://api.github.com/users/roots/followers"",""following_url"":""https://api.github.com/users/roots/following{/other_user}"",""gists_url"":""https://api.github.com/users/roots/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/roots/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/roots/subscriptions"",""organizations_url"":""https://api.github.com/users/roots/orgs"",""repos_url"":""https://api.github.com/users/roots/repos"",""events_url"":""https://api.github.com/users/roots/events{/privacy}"",""received_events_url"":""https://api.github.com/users/roots/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/roots/sage","WordPress starter theme with a modern development workflow",false,"https://api.github.com/repos/roots/sage","https://api.github.com/repos/roots/sage/forks","https://api.github.com/repos/roots/sage/keys{/key_id}","https://api.github.com/repos/roots/sage/collaborators{/collaborator}","https://api.github.com/repos/roots/sage/teams","https://api.github.com/repos/roots/sage/hooks","https://api.github.com/repos/roots/sage/issues/events{/number}","https://api.github.com/repos/roots/sage/events","https://api.github.com/repos/roots/sage/assignees{/user}","https://api.github.com/repos/roots/sage/branches{/branch}","https://api.github.com/repos/roots/sage/tags","https://api.github.com/repos/roots/sage/git/blobs{/sha}","https://api.github.com/repos/roots/sage/git/tags{/sha}","https://api.github.com/repos/roots/sage/git/refs{/sha}","https://api.github.com/repos/roots/sage/git/trees{/sha}","https://api.github.com/repos/roots/sage/statuses/{sha}","https://api.github.com/repos/roots/sage/languages","https://api.github.com/repos/roots/sage/stargazers","https://api.github.com/repos/roots/sage/contributors","https://api.github.com/repos/roots/sage/subscribers","https://api.github.com/repos/roots/sage/subscription","https://api.github.com/repos/roots/sage/commits{/sha}","https://api.github.com/repos/roots/sage/git/commits{/sha}","https://api.github.com/repos/roots/sage/comments{/number}","https://api.github.com/repos/roots/sage/issues/comments{/number}","https://api.github.com/repos/roots/sage/contents/{+path}","https://api.github.com/repos/roots/sage/compare/{base}...{head}","https://api.github.com/repos/roots/sage/merges","https://api.github.com/repos/roots/sage/{archive_format}{/ref}","https://api.github.com/repos/roots/sage/downloads","https://api.github.com/repos/roots/sage/issues{/number}","https://api.github.com/repos/roots/sage/pulls{/number}","https://api.github.com/repos/roots/sage/milestones{/number}","https://api.github.com/repos/roots/sage/notifications{?since,all,participating}","https://api.github.com/repos/roots/sage/labels{/name}","https://api.github.com/repos/roots/sage/releases{/id}","https://api.github.com/repos/roots/sage/deployments","2011-01-29T03:12:09Z","2021-08-12T09:24:27Z","2021-08-09T13:21:26Z","git://github.com/roots/sage.git","git@github.com:roots/sage.git","https://github.com/roots/sage.git","https://github.com/roots/sage","https://roots.io/sage/",11383,11340,11340,"PHP",true,true,true,true,false,2967,,false,false,33,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",2967,33,11340,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""roots"",""id"":4986074,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjQ5ODYwNzQ="",""avatar_url"":""https://avatars.githubusercontent.com/u/4986074?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/roots"",""html_url"":""https://github.com/roots"",""followers_url"":""https://api.github.com/users/roots/followers"",""following_url"":""https://api.github.com/users/roots/following{/other_user}"",""gists_url"":""https://api.github.com/users/roots/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/roots/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/roots/subscriptions"",""organizations_url"":""https://api.github.com/users/roots/orgs"",""repos_url"":""https://api.github.com/users/roots/repos"",""events_url"":""https://api.github.com/users/roots/events{/privacy}"",""received_events_url"":""https://api.github.com/users/roots/received_events"",""type"":""Organization"",""site_admin"":false}",2967,640
5627682,"Mobile-Detect","PHP","11","MDEwOlJlcG9zaXRvcnk1NjI3Njgy","serbanghita/Mobile-Detect",false,"{""login"":""serbanghita"",""id"":1106849,""node_id"":""MDQ6VXNlcjExMDY4NDk="",""avatar_url"":""https://avatars.githubusercontent.com/u/1106849?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/serbanghita"",""html_url"":""https://github.com/serbanghita"",""followers_url"":""https://api.github.com/users/serbanghita/followers"",""following_url"":""https://api.github.com/users/serbanghita/following{/other_user}"",""gists_url"":""https://api.github.com/users/serbanghita/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/serbanghita/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/serbanghita/subscriptions"",""organizations_url"":""https://api.github.com/users/serbanghita/orgs"",""repos_url"":""https://api.github.com/users/serbanghita/repos"",""events_url"":""https://api.github.com/users/serbanghita/events{/privacy}"",""received_events_url"":""https://api.github.com/users/serbanghita/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/serbanghita/Mobile-Detect","Mobile_Detect is a lightweight PHP class for detecting mobile devices (including tablets). It uses the User-Agent string combined with specific HTTP headers to detect the mobile environment.",false,"https://api.github.com/repos/serbanghita/Mobile-Detect","https://api.github.com/repos/serbanghita/Mobile-Detect/forks","https://api.github.com/repos/serbanghita/Mobile-Detect/keys{/key_id}","https://api.github.com/repos/serbanghita/Mobile-Detect/collaborators{/collaborator}","https://api.github.com/repos/serbanghita/Mobile-Detect/teams","https://api.github.com/repos/serbanghita/Mobile-Detect/hooks","https://api.github.com/repos/serbanghita/Mobile-Detect/issues/events{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/events","https://api.github.com/repos/serbanghita/Mobile-Detect/assignees{/user}","https://api.github.com/repos/serbanghita/Mobile-Detect/branches{/branch}","https://api.github.com/repos/serbanghita/Mobile-Detect/tags","https://api.github.com/repos/serbanghita/Mobile-Detect/git/blobs{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/git/tags{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/git/refs{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/git/trees{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/statuses/{sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/languages","https://api.github.com/repos/serbanghita/Mobile-Detect/stargazers","https://api.github.com/repos/serbanghita/Mobile-Detect/contributors","https://api.github.com/repos/serbanghita/Mobile-Detect/subscribers","https://api.github.com/repos/serbanghita/Mobile-Detect/subscription","https://api.github.com/repos/serbanghita/Mobile-Detect/commits{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/git/commits{/sha}","https://api.github.com/repos/serbanghita/Mobile-Detect/comments{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/issues/comments{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/contents/{+path}","https://api.github.com/repos/serbanghita/Mobile-Detect/compare/{base}...{head}","https://api.github.com/repos/serbanghita/Mobile-Detect/merges","https://api.github.com/repos/serbanghita/Mobile-Detect/{archive_format}{/ref}","https://api.github.com/repos/serbanghita/Mobile-Detect/downloads","https://api.github.com/repos/serbanghita/Mobile-Detect/issues{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/pulls{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/milestones{/number}","https://api.github.com/repos/serbanghita/Mobile-Detect/notifications{?since,all,participating}","https://api.github.com/repos/serbanghita/Mobile-Detect/labels{/name}","https://api.github.com/repos/serbanghita/Mobile-Detect/releases{/id}","https://api.github.com/repos/serbanghita/Mobile-Detect/deployments","2012-08-31T10:58:16Z","2021-08-14T03:30:05Z","2021-05-29T00:12:12Z","git://github.com/serbanghita/Mobile-Detect.git","git@github.com:serbanghita/Mobile-Detect.git","https://github.com/serbanghita/Mobile-Detect.git","https://github.com/serbanghita/Mobile-Detect","http://mobiledetect.net",3787,9808,9808,"PHP",true,true,true,true,true,2633,,false,false,145,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",2633,145,9808,"5.x","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",,2633,636
"2884111","magento/magento2","PHP","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79111500","jupeter/clean-code-php","PHP","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2699935","squizlabs/PHP_CodeSniffer","PHP","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41589337","BookStackApp/BookStack","PHP","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6763587","PrestaShop/PrestaShop","PHP","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
