"id","name","lang","new stars","node_id","full_name","private","owner","html_url","description","fork","url","forks_url","keys_url","collaborators_url","teams_url","hooks_url","issue_events_url","events_url","assignees_url","branches_url","tags_url","blobs_url","git_tags_url","git_refs_url","trees_url","statuses_url","languages_url","stargazers_url","contributors_url","subscribers_url","subscription_url","commits_url","git_commits_url","comments_url","issue_comment_url","contents_url","compare_url","merges_url","archive_url","downloads_url","issues_url","pulls_url","milestones_url","notifications_url","labels_url","releases_url","deployments_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","stargazers_count","watchers_count","language","has_issues","has_projects","has_downloads","has_wiki","has_pages","forks_count","mirror_url","archived","disabled","open_issues_count","license","forks","open_issues","watchers","default_branch","permissions","temp_clone_token","network_count","subscribers_count","organization"
53783664,"howto-make-more-money","PHP","780","MDEwOlJlcG9zaXRvcnk1Mzc4MzY2NA==","easychen/howto-make-more-money",false,"{""login"":""easychen"",""id"":1294760,""node_id"":""MDQ6VXNlcjEyOTQ3NjA="",""avatar_url"":""https://avatars.githubusercontent.com/u/1294760?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/easychen"",""html_url"":""https://github.com/easychen"",""followers_url"":""https://api.github.com/users/easychen/followers"",""following_url"":""https://api.github.com/users/easychen/following{/other_user}"",""gists_url"":""https://api.github.com/users/easychen/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/easychen/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/easychen/subscriptions"",""organizations_url"":""https://api.github.com/users/easychen/orgs"",""repos_url"":""https://api.github.com/users/easychen/repos"",""events_url"":""https://api.github.com/users/easychen/events{/privacy}"",""received_events_url"":""https://api.github.com/users/easychen/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/easychen/howto-make-more-money","程序员如何优雅的挣零花钱，2.0版，升级为小书了。Most of this not work outside China , so no English translate",false,"https://api.github.com/repos/easychen/howto-make-more-money","https://api.github.com/repos/easychen/howto-make-more-money/forks","https://api.github.com/repos/easychen/howto-make-more-money/keys{/key_id}","https://api.github.com/repos/easychen/howto-make-more-money/collaborators{/collaborator}","https://api.github.com/repos/easychen/howto-make-more-money/teams","https://api.github.com/repos/easychen/howto-make-more-money/hooks","https://api.github.com/repos/easychen/howto-make-more-money/issues/events{/number}","https://api.github.com/repos/easychen/howto-make-more-money/events","https://api.github.com/repos/easychen/howto-make-more-money/assignees{/user}","https://api.github.com/repos/easychen/howto-make-more-money/branches{/branch}","https://api.github.com/repos/easychen/howto-make-more-money/tags","https://api.github.com/repos/easychen/howto-make-more-money/git/blobs{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/git/tags{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/git/refs{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/git/trees{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/statuses/{sha}","https://api.github.com/repos/easychen/howto-make-more-money/languages","https://api.github.com/repos/easychen/howto-make-more-money/stargazers","https://api.github.com/repos/easychen/howto-make-more-money/contributors","https://api.github.com/repos/easychen/howto-make-more-money/subscribers","https://api.github.com/repos/easychen/howto-make-more-money/subscription","https://api.github.com/repos/easychen/howto-make-more-money/commits{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/git/commits{/sha}","https://api.github.com/repos/easychen/howto-make-more-money/comments{/number}","https://api.github.com/repos/easychen/howto-make-more-money/issues/comments{/number}","https://api.github.com/repos/easychen/howto-make-more-money/contents/{+path}","https://api.github.com/repos/easychen/howto-make-more-money/compare/{base}...{head}","https://api.github.com/repos/easychen/howto-make-more-money/merges","https://api.github.com/repos/easychen/howto-make-more-money/{archive_format}{/ref}","https://api.github.com/repos/easychen/howto-make-more-money/downloads","https://api.github.com/repos/easychen/howto-make-more-money/issues{/number}","https://api.github.com/repos/easychen/howto-make-more-money/pulls{/number}","https://api.github.com/repos/easychen/howto-make-more-money/milestones{/number}","https://api.github.com/repos/easychen/howto-make-more-money/notifications{?since,all,participating}","https://api.github.com/repos/easychen/howto-make-more-money/labels{/name}","https://api.github.com/repos/easychen/howto-make-more-money/releases{/id}","https://api.github.com/repos/easychen/howto-make-more-money/deployments","2016-03-13T12:22:03Z","2021-08-13T16:56:21Z","2020-10-17T06:11:58Z","git://github.com/easychen/howto-make-more-money.git","git@github.com:easychen/howto-make-more-money.git","https://github.com/easychen/howto-make-more-money.git","https://github.com/easychen/howto-make-more-money","https://howto-make-more-money.easychen.vercel.app/",7754,14714,14714,"PHP",true,true,true,true,true,1556,,false,false,4,,1556,4,14714,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",1556,1980,
8678290,"laravel-ide-helper","PHP","34","MDEwOlJlcG9zaXRvcnk4Njc4Mjkw","barryvdh/laravel-ide-helper",false,"{""login"":""barryvdh"",""id"":973269,""node_id"":""MDQ6VXNlcjk3MzI2OQ=="",""avatar_url"":""https://avatars.githubusercontent.com/u/973269?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/barryvdh"",""html_url"":""https://github.com/barryvdh"",""followers_url"":""https://api.github.com/users/barryvdh/followers"",""following_url"":""https://api.github.com/users/barryvdh/following{/other_user}"",""gists_url"":""https://api.github.com/users/barryvdh/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/barryvdh/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/barryvdh/subscriptions"",""organizations_url"":""https://api.github.com/users/barryvdh/orgs"",""repos_url"":""https://api.github.com/users/barryvdh/repos"",""events_url"":""https://api.github.com/users/barryvdh/events{/privacy}"",""received_events_url"":""https://api.github.com/users/barryvdh/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/barryvdh/laravel-ide-helper","Laravel IDE Helper",false,"https://api.github.com/repos/barryvdh/laravel-ide-helper","https://api.github.com/repos/barryvdh/laravel-ide-helper/forks","https://api.github.com/repos/barryvdh/laravel-ide-helper/keys{/key_id}","https://api.github.com/repos/barryvdh/laravel-ide-helper/collaborators{/collaborator}","https://api.github.com/repos/barryvdh/laravel-ide-helper/teams","https://api.github.com/repos/barryvdh/laravel-ide-helper/hooks","https://api.github.com/repos/barryvdh/laravel-ide-helper/issues/events{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/events","https://api.github.com/repos/barryvdh/laravel-ide-helper/assignees{/user}","https://api.github.com/repos/barryvdh/laravel-ide-helper/branches{/branch}","https://api.github.com/repos/barryvdh/laravel-ide-helper/tags","https://api.github.com/repos/barryvdh/laravel-ide-helper/git/blobs{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/git/tags{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/git/refs{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/git/trees{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/statuses/{sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/languages","https://api.github.com/repos/barryvdh/laravel-ide-helper/stargazers","https://api.github.com/repos/barryvdh/laravel-ide-helper/contributors","https://api.github.com/repos/barryvdh/laravel-ide-helper/subscribers","https://api.github.com/repos/barryvdh/laravel-ide-helper/subscription","https://api.github.com/repos/barryvdh/laravel-ide-helper/commits{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/git/commits{/sha}","https://api.github.com/repos/barryvdh/laravel-ide-helper/comments{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/issues/comments{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/contents/{+path}","https://api.github.com/repos/barryvdh/laravel-ide-helper/compare/{base}...{head}","https://api.github.com/repos/barryvdh/laravel-ide-helper/merges","https://api.github.com/repos/barryvdh/laravel-ide-helper/{archive_format}{/ref}","https://api.github.com/repos/barryvdh/laravel-ide-helper/downloads","https://api.github.com/repos/barryvdh/laravel-ide-helper/issues{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/pulls{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/milestones{/number}","https://api.github.com/repos/barryvdh/laravel-ide-helper/notifications{?since,all,participating}","https://api.github.com/repos/barryvdh/laravel-ide-helper/labels{/name}","https://api.github.com/repos/barryvdh/laravel-ide-helper/releases{/id}","https://api.github.com/repos/barryvdh/laravel-ide-helper/deployments","2013-03-10T00:12:55Z","2021-08-14T06:55:25Z","2021-08-12T17:00:58Z","git://github.com/barryvdh/laravel-ide-helper.git","git@github.com:barryvdh/laravel-ide-helper.git","https://github.com/barryvdh/laravel-ide-helper.git","https://github.com/barryvdh/laravel-ide-helper","",1207,11590,11590,"PHP",true,false,true,false,false,1008,,false,false,100,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",1008,100,11590,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",1008,274,
72069409,"voyager","PHP","33","MDEwOlJlcG9zaXRvcnk3MjA2OTQwOQ==","the-control-group/voyager",false,"{""login"":""the-control-group"",""id"":5199022,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjUxOTkwMjI="",""avatar_url"":""https://avatars.githubusercontent.com/u/5199022?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/the-control-group"",""html_url"":""https://github.com/the-control-group"",""followers_url"":""https://api.github.com/users/the-control-group/followers"",""following_url"":""https://api.github.com/users/the-control-group/following{/other_user}"",""gists_url"":""https://api.github.com/users/the-control-group/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/the-control-group/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/the-control-group/subscriptions"",""organizations_url"":""https://api.github.com/users/the-control-group/orgs"",""repos_url"":""https://api.github.com/users/the-control-group/repos"",""events_url"":""https://api.github.com/users/the-control-group/events{/privacy}"",""received_events_url"":""https://api.github.com/users/the-control-group/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/the-control-group/voyager","Voyager - The Missing Laravel Admin",false,"https://api.github.com/repos/the-control-group/voyager","https://api.github.com/repos/the-control-group/voyager/forks","https://api.github.com/repos/the-control-group/voyager/keys{/key_id}","https://api.github.com/repos/the-control-group/voyager/collaborators{/collaborator}","https://api.github.com/repos/the-control-group/voyager/teams","https://api.github.com/repos/the-control-group/voyager/hooks","https://api.github.com/repos/the-control-group/voyager/issues/events{/number}","https://api.github.com/repos/the-control-group/voyager/events","https://api.github.com/repos/the-control-group/voyager/assignees{/user}","https://api.github.com/repos/the-control-group/voyager/branches{/branch}","https://api.github.com/repos/the-control-group/voyager/tags","https://api.github.com/repos/the-control-group/voyager/git/blobs{/sha}","https://api.github.com/repos/the-control-group/voyager/git/tags{/sha}","https://api.github.com/repos/the-control-group/voyager/git/refs{/sha}","https://api.github.com/repos/the-control-group/voyager/git/trees{/sha}","https://api.github.com/repos/the-control-group/voyager/statuses/{sha}","https://api.github.com/repos/the-control-group/voyager/languages","https://api.github.com/repos/the-control-group/voyager/stargazers","https://api.github.com/repos/the-control-group/voyager/contributors","https://api.github.com/repos/the-control-group/voyager/subscribers","https://api.github.com/repos/the-control-group/voyager/subscription","https://api.github.com/repos/the-control-group/voyager/commits{/sha}","https://api.github.com/repos/the-control-group/voyager/git/commits{/sha}","https://api.github.com/repos/the-control-group/voyager/comments{/number}","https://api.github.com/repos/the-control-group/voyager/issues/comments{/number}","https://api.github.com/repos/the-control-group/voyager/contents/{+path}","https://api.github.com/repos/the-control-group/voyager/compare/{base}...{head}","https://api.github.com/repos/the-control-group/voyager/merges","https://api.github.com/repos/the-control-group/voyager/{archive_format}{/ref}","https://api.github.com/repos/the-control-group/voyager/downloads","https://api.github.com/repos/the-control-group/voyager/issues{/number}","https://api.github.com/repos/the-control-group/voyager/pulls{/number}","https://api.github.com/repos/the-control-group/voyager/milestones{/number}","https://api.github.com/repos/the-control-group/voyager/notifications{?since,all,participating}","https://api.github.com/repos/the-control-group/voyager/labels{/name}","https://api.github.com/repos/the-control-group/voyager/releases{/id}","https://api.github.com/repos/the-control-group/voyager/deployments","2016-10-27T03:56:49Z","2021-08-13T09:35:48Z","2021-08-13T15:09:27Z","git://github.com/the-control-group/voyager.git","git@github.com:the-control-group/voyager.git","https://github.com/the-control-group/voyager.git","https://github.com/the-control-group/voyager","https://voyager.devdojo.com",76292,10575,10575,"PHP",true,true,true,false,true,2526,,false,false,254,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",2526,254,10575,"1.4","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",2526,440,"{""login"":""the-control-group"",""id"":5199022,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjUxOTkwMjI="",""avatar_url"":""https://avatars.githubusercontent.com/u/5199022?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/the-control-group"",""html_url"":""https://github.com/the-control-group"",""followers_url"":""https://api.github.com/users/the-control-group/followers"",""following_url"":""https://api.github.com/users/the-control-group/following{/other_user}"",""gists_url"":""https://api.github.com/users/the-control-group/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/the-control-group/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/the-control-group/subscriptions"",""organizations_url"":""https://api.github.com/users/the-control-group/orgs"",""repos_url"":""https://api.github.com/users/the-control-group/repos"",""events_url"":""https://api.github.com/users/the-control-group/events{/privacy}"",""received_events_url"":""https://api.github.com/users/the-control-group/received_events"",""type"":""Organization"",""site_admin"":false}"
79111500,"clean-code-php","PHP","30","MDEwOlJlcG9zaXRvcnk3OTExMTUwMA==","jupeter/clean-code-php",false,"{""login"":""jupeter"",""id"":674766,""node_id"":""MDQ6VXNlcjY3NDc2Ng=="",""avatar_url"":""https://avatars.githubusercontent.com/u/674766?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/jupeter"",""html_url"":""https://github.com/jupeter"",""followers_url"":""https://api.github.com/users/jupeter/followers"",""following_url"":""https://api.github.com/users/jupeter/following{/other_user}"",""gists_url"":""https://api.github.com/users/jupeter/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/jupeter/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/jupeter/subscriptions"",""organizations_url"":""https://api.github.com/users/jupeter/orgs"",""repos_url"":""https://api.github.com/users/jupeter/repos"",""events_url"":""https://api.github.com/users/jupeter/events{/privacy}"",""received_events_url"":""https://api.github.com/users/jupeter/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/jupeter/clean-code-php",":bathtub: Clean Code concepts adapted for PHP",false,"https://api.github.com/repos/jupeter/clean-code-php","https://api.github.com/repos/jupeter/clean-code-php/forks","https://api.github.com/repos/jupeter/clean-code-php/keys{/key_id}","https://api.github.com/repos/jupeter/clean-code-php/collaborators{/collaborator}","https://api.github.com/repos/jupeter/clean-code-php/teams","https://api.github.com/repos/jupeter/clean-code-php/hooks","https://api.github.com/repos/jupeter/clean-code-php/issues/events{/number}","https://api.github.com/repos/jupeter/clean-code-php/events","https://api.github.com/repos/jupeter/clean-code-php/assignees{/user}","https://api.github.com/repos/jupeter/clean-code-php/branches{/branch}","https://api.github.com/repos/jupeter/clean-code-php/tags","https://api.github.com/repos/jupeter/clean-code-php/git/blobs{/sha}","https://api.github.com/repos/jupeter/clean-code-php/git/tags{/sha}","https://api.github.com/repos/jupeter/clean-code-php/git/refs{/sha}","https://api.github.com/repos/jupeter/clean-code-php/git/trees{/sha}","https://api.github.com/repos/jupeter/clean-code-php/statuses/{sha}","https://api.github.com/repos/jupeter/clean-code-php/languages","https://api.github.com/repos/jupeter/clean-code-php/stargazers","https://api.github.com/repos/jupeter/clean-code-php/contributors","https://api.github.com/repos/jupeter/clean-code-php/subscribers","https://api.github.com/repos/jupeter/clean-code-php/subscription","https://api.github.com/repos/jupeter/clean-code-php/commits{/sha}","https://api.github.com/repos/jupeter/clean-code-php/git/commits{/sha}","https://api.github.com/repos/jupeter/clean-code-php/comments{/number}","https://api.github.com/repos/jupeter/clean-code-php/issues/comments{/number}","https://api.github.com/repos/jupeter/clean-code-php/contents/{+path}","https://api.github.com/repos/jupeter/clean-code-php/compare/{base}...{head}","https://api.github.com/repos/jupeter/clean-code-php/merges","https://api.github.com/repos/jupeter/clean-code-php/{archive_format}{/ref}","https://api.github.com/repos/jupeter/clean-code-php/downloads","https://api.github.com/repos/jupeter/clean-code-php/issues{/number}","https://api.github.com/repos/jupeter/clean-code-php/pulls{/number}","https://api.github.com/repos/jupeter/clean-code-php/milestones{/number}","https://api.github.com/repos/jupeter/clean-code-php/notifications{?since,all,participating}","https://api.github.com/repos/jupeter/clean-code-php/labels{/name}","https://api.github.com/repos/jupeter/clean-code-php/releases{/id}","https://api.github.com/repos/jupeter/clean-code-php/deployments","2017-01-16T11:21:17Z","2021-08-13T19:17:19Z","2021-05-26T10:27:27Z","git://github.com/jupeter/clean-code-php.git","git@github.com:jupeter/clean-code-php.git","https://github.com/jupeter/clean-code-php.git","https://github.com/jupeter/clean-code-php",,440,9424,9424,"PHP",true,true,true,true,false,2295,,false,false,15,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",2295,15,9424,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",2295,441,
"2717549","Sylius/Sylius","PHP","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41589337","BookStackApp/BookStack","PHP","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14716368","invoiceninja/invoiceninja","PHP","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16685462","humhub/humhub","PHP","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14346979","snipe/snipe-it","PHP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12204147","mautic/mautic","PHP","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
