"id","name","lang","new stars","node_id","full_name","private","owner","html_url","description","fork","url","forks_url","keys_url","collaborators_url","teams_url","hooks_url","issue_events_url","events_url","assignees_url","branches_url","tags_url","blobs_url","git_tags_url","git_refs_url","trees_url","statuses_url","languages_url","stargazers_url","contributors_url","subscribers_url","subscription_url","commits_url","git_commits_url","comments_url","issue_comment_url","contents_url","compare_url","merges_url","archive_url","downloads_url","issues_url","pulls_url","milestones_url","notifications_url","labels_url","releases_url","deployments_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","stargazers_count","watchers_count","language","has_issues","has_projects","has_downloads","has_wiki","has_pages","forks_count","mirror_url","archived","disabled","open_issues_count","license","forks","open_issues","watchers","default_branch","permissions","temp_clone_token","organization","network_count","subscribers_count"
184456251,"PowerToys","C#","247","MDEwOlJlcG9zaXRvcnkxODQ0NTYyNTE=","microsoft/PowerToys",false,"{""login"":""microsoft"",""id"":6154722,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjYxNTQ3MjI="",""avatar_url"":""https://avatars.githubusercontent.com/u/6154722?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/microsoft"",""html_url"":""https://github.com/microsoft"",""followers_url"":""https://api.github.com/users/microsoft/followers"",""following_url"":""https://api.github.com/users/microsoft/following{/other_user}"",""gists_url"":""https://api.github.com/users/microsoft/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/microsoft/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/microsoft/subscriptions"",""organizations_url"":""https://api.github.com/users/microsoft/orgs"",""repos_url"":""https://api.github.com/users/microsoft/repos"",""events_url"":""https://api.github.com/users/microsoft/events{/privacy}"",""received_events_url"":""https://api.github.com/users/microsoft/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/microsoft/PowerToys","Windows system utilities to maximize productivity",false,"https://api.github.com/repos/microsoft/PowerToys","https://api.github.com/repos/microsoft/PowerToys/forks","https://api.github.com/repos/microsoft/PowerToys/keys{/key_id}","https://api.github.com/repos/microsoft/PowerToys/collaborators{/collaborator}","https://api.github.com/repos/microsoft/PowerToys/teams","https://api.github.com/repos/microsoft/PowerToys/hooks","https://api.github.com/repos/microsoft/PowerToys/issues/events{/number}","https://api.github.com/repos/microsoft/PowerToys/events","https://api.github.com/repos/microsoft/PowerToys/assignees{/user}","https://api.github.com/repos/microsoft/PowerToys/branches{/branch}","https://api.github.com/repos/microsoft/PowerToys/tags","https://api.github.com/repos/microsoft/PowerToys/git/blobs{/sha}","https://api.github.com/repos/microsoft/PowerToys/git/tags{/sha}","https://api.github.com/repos/microsoft/PowerToys/git/refs{/sha}","https://api.github.com/repos/microsoft/PowerToys/git/trees{/sha}","https://api.github.com/repos/microsoft/PowerToys/statuses/{sha}","https://api.github.com/repos/microsoft/PowerToys/languages","https://api.github.com/repos/microsoft/PowerToys/stargazers","https://api.github.com/repos/microsoft/PowerToys/contributors","https://api.github.com/repos/microsoft/PowerToys/subscribers","https://api.github.com/repos/microsoft/PowerToys/subscription","https://api.github.com/repos/microsoft/PowerToys/commits{/sha}","https://api.github.com/repos/microsoft/PowerToys/git/commits{/sha}","https://api.github.com/repos/microsoft/PowerToys/comments{/number}","https://api.github.com/repos/microsoft/PowerToys/issues/comments{/number}","https://api.github.com/repos/microsoft/PowerToys/contents/{+path}","https://api.github.com/repos/microsoft/PowerToys/compare/{base}...{head}","https://api.github.com/repos/microsoft/PowerToys/merges","https://api.github.com/repos/microsoft/PowerToys/{archive_format}{/ref}","https://api.github.com/repos/microsoft/PowerToys/downloads","https://api.github.com/repos/microsoft/PowerToys/issues{/number}","https://api.github.com/repos/microsoft/PowerToys/pulls{/number}","https://api.github.com/repos/microsoft/PowerToys/milestones{/number}","https://api.github.com/repos/microsoft/PowerToys/notifications{?since,all,participating}","https://api.github.com/repos/microsoft/PowerToys/labels{/name}","https://api.github.com/repos/microsoft/PowerToys/releases{/id}","https://api.github.com/repos/microsoft/PowerToys/deployments","2019-05-01T17:44:02Z","2021-08-11T08:48:12Z","2021-08-11T08:09:28Z","git://github.com/microsoft/PowerToys.git","git@github.com:microsoft/PowerToys.git","https://github.com/microsoft/PowerToys.git","https://github.com/microsoft/PowerToys","",280697,58591,58591,"C#",true,true,true,true,false,3188,,false,false,1861,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",3188,1861,58591,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""microsoft"",""id"":6154722,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjYxNTQ3MjI="",""avatar_url"":""https://avatars.githubusercontent.com/u/6154722?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/microsoft"",""html_url"":""https://github.com/microsoft"",""followers_url"":""https://api.github.com/users/microsoft/followers"",""following_url"":""https://api.github.com/users/microsoft/following{/other_user}"",""gists_url"":""https://api.github.com/users/microsoft/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/microsoft/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/microsoft/subscriptions"",""organizations_url"":""https://api.github.com/users/microsoft/orgs"",""repos_url"":""https://api.github.com/users/microsoft/repos"",""events_url"":""https://api.github.com/users/microsoft/events{/privacy}"",""received_events_url"":""https://api.github.com/users/microsoft/received_events"",""type"":""Organization"",""site_admin"":false}",3188,986
238316428,"COVID-19","","21","MDEwOlJlcG9zaXRvcnkyMzgzMTY0Mjg=","CSSEGISandData/COVID-19",false,"{""login"":""CSSEGISandData"",""id"":60674295,""node_id"":""MDQ6VXNlcjYwNjc0Mjk1"",""avatar_url"":""https://avatars.githubusercontent.com/u/60674295?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/CSSEGISandData"",""html_url"":""https://github.com/CSSEGISandData"",""followers_url"":""https://api.github.com/users/CSSEGISandData/followers"",""following_url"":""https://api.github.com/users/CSSEGISandData/following{/other_user}"",""gists_url"":""https://api.github.com/users/CSSEGISandData/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/CSSEGISandData/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/CSSEGISandData/subscriptions"",""organizations_url"":""https://api.github.com/users/CSSEGISandData/orgs"",""repos_url"":""https://api.github.com/users/CSSEGISandData/repos"",""events_url"":""https://api.github.com/users/CSSEGISandData/events{/privacy}"",""received_events_url"":""https://api.github.com/users/CSSEGISandData/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/CSSEGISandData/COVID-19","Novel Coronavirus (COVID-19) Cases, provided by JHU CSSE",false,"https://api.github.com/repos/CSSEGISandData/COVID-19","https://api.github.com/repos/CSSEGISandData/COVID-19/forks","https://api.github.com/repos/CSSEGISandData/COVID-19/keys{/key_id}","https://api.github.com/repos/CSSEGISandData/COVID-19/collaborators{/collaborator}","https://api.github.com/repos/CSSEGISandData/COVID-19/teams","https://api.github.com/repos/CSSEGISandData/COVID-19/hooks","https://api.github.com/repos/CSSEGISandData/COVID-19/issues/events{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/events","https://api.github.com/repos/CSSEGISandData/COVID-19/assignees{/user}","https://api.github.com/repos/CSSEGISandData/COVID-19/branches{/branch}","https://api.github.com/repos/CSSEGISandData/COVID-19/tags","https://api.github.com/repos/CSSEGISandData/COVID-19/git/blobs{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/git/tags{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/git/refs{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/git/trees{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/statuses/{sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/languages","https://api.github.com/repos/CSSEGISandData/COVID-19/stargazers","https://api.github.com/repos/CSSEGISandData/COVID-19/contributors","https://api.github.com/repos/CSSEGISandData/COVID-19/subscribers","https://api.github.com/repos/CSSEGISandData/COVID-19/subscription","https://api.github.com/repos/CSSEGISandData/COVID-19/commits{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/git/commits{/sha}","https://api.github.com/repos/CSSEGISandData/COVID-19/comments{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/issues/comments{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/contents/{+path}","https://api.github.com/repos/CSSEGISandData/COVID-19/compare/{base}...{head}","https://api.github.com/repos/CSSEGISandData/COVID-19/merges","https://api.github.com/repos/CSSEGISandData/COVID-19/{archive_format}{/ref}","https://api.github.com/repos/CSSEGISandData/COVID-19/downloads","https://api.github.com/repos/CSSEGISandData/COVID-19/issues{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/pulls{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/milestones{/number}","https://api.github.com/repos/CSSEGISandData/COVID-19/notifications{?since,all,participating}","https://api.github.com/repos/CSSEGISandData/COVID-19/labels{/name}","https://api.github.com/repos/CSSEGISandData/COVID-19/releases{/id}","https://api.github.com/repos/CSSEGISandData/COVID-19/deployments","2020-02-04T22:03:53Z","2021-08-11T07:56:54Z","2021-08-11T08:35:09Z","git://github.com/CSSEGISandData/COVID-19.git","git@github.com:CSSEGISandData/COVID-19.git","https://github.com/CSSEGISandData/COVID-19.git","https://github.com/CSSEGISandData/COVID-19","https://systems.jhu.edu/research/public-health/ncov/",1735248,27190,27190,,true,true,true,true,false,17409,,false,false,1749,,17409,1749,27190,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",,17409,911
62812261,"kubernetes-the-hard-way","","82","MDEwOlJlcG9zaXRvcnk2MjgxMjI2MQ==","kelseyhightower/kubernetes-the-hard-way",false,"{""login"":""kelseyhightower"",""id"":1123322,""node_id"":""MDQ6VXNlcjExMjMzMjI="",""avatar_url"":""https://avatars.githubusercontent.com/u/1123322?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/kelseyhightower"",""html_url"":""https://github.com/kelseyhightower"",""followers_url"":""https://api.github.com/users/kelseyhightower/followers"",""following_url"":""https://api.github.com/users/kelseyhightower/following{/other_user}"",""gists_url"":""https://api.github.com/users/kelseyhightower/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/kelseyhightower/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/kelseyhightower/subscriptions"",""organizations_url"":""https://api.github.com/users/kelseyhightower/orgs"",""repos_url"":""https://api.github.com/users/kelseyhightower/repos"",""events_url"":""https://api.github.com/users/kelseyhightower/events{/privacy}"",""received_events_url"":""https://api.github.com/users/kelseyhightower/received_events"",""type"":""User"",""site_admin"":false}","https://github.com/kelseyhightower/kubernetes-the-hard-way","Bootstrap Kubernetes the hard way on Google Cloud Platform. No scripts.",false,"https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/forks","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/keys{/key_id}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/collaborators{/collaborator}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/teams","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/hooks","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/issues/events{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/events","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/assignees{/user}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/branches{/branch}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/tags","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/git/blobs{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/git/tags{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/git/refs{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/git/trees{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/statuses/{sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/languages","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/stargazers","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/contributors","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/subscribers","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/subscription","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/commits{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/git/commits{/sha}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/comments{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/issues/comments{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/contents/{+path}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/compare/{base}...{head}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/merges","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/{archive_format}{/ref}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/downloads","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/issues{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/pulls{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/milestones{/number}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/notifications{?since,all,participating}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/labels{/name}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/releases{/id}","https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way/deployments","2016-07-07T14:15:27Z","2021-08-11T08:11:10Z","2021-07-17T13:05:44Z","git://github.com/kelseyhightower/kubernetes-the-hard-way.git","git@github.com:kelseyhightower/kubernetes-the-hard-way.git","https://github.com/kelseyhightower/kubernetes-the-hard-way.git","https://github.com/kelseyhightower/kubernetes-the-hard-way","",659,27752,27752,,true,true,true,true,false,8563,,false,false,113,"{""key"":""other"",""name"":""Other"",""spdx_id"":""NOASSERTION"",""url"":null,""node_id"":""MDc6TGljZW5zZTA=""}",8563,113,27752,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","",,8563,932
74627617,"openpilot","C++","336","MDEwOlJlcG9zaXRvcnk3NDYyNzYxNw==","commaai/openpilot",false,"{""login"":""commaai"",""id"":16128714,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjE2MTI4NzE0"",""avatar_url"":""https://avatars.githubusercontent.com/u/16128714?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/commaai"",""html_url"":""https://github.com/commaai"",""followers_url"":""https://api.github.com/users/commaai/followers"",""following_url"":""https://api.github.com/users/commaai/following{/other_user}"",""gists_url"":""https://api.github.com/users/commaai/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/commaai/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/commaai/subscriptions"",""organizations_url"":""https://api.github.com/users/commaai/orgs"",""repos_url"":""https://api.github.com/users/commaai/repos"",""events_url"":""https://api.github.com/users/commaai/events{/privacy}"",""received_events_url"":""https://api.github.com/users/commaai/received_events"",""type"":""Organization"",""site_admin"":false}","https://github.com/commaai/openpilot","openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for over 100 supported car makes and models.",false,"https://api.github.com/repos/commaai/openpilot","https://api.github.com/repos/commaai/openpilot/forks","https://api.github.com/repos/commaai/openpilot/keys{/key_id}","https://api.github.com/repos/commaai/openpilot/collaborators{/collaborator}","https://api.github.com/repos/commaai/openpilot/teams","https://api.github.com/repos/commaai/openpilot/hooks","https://api.github.com/repos/commaai/openpilot/issues/events{/number}","https://api.github.com/repos/commaai/openpilot/events","https://api.github.com/repos/commaai/openpilot/assignees{/user}","https://api.github.com/repos/commaai/openpilot/branches{/branch}","https://api.github.com/repos/commaai/openpilot/tags","https://api.github.com/repos/commaai/openpilot/git/blobs{/sha}","https://api.github.com/repos/commaai/openpilot/git/tags{/sha}","https://api.github.com/repos/commaai/openpilot/git/refs{/sha}","https://api.github.com/repos/commaai/openpilot/git/trees{/sha}","https://api.github.com/repos/commaai/openpilot/statuses/{sha}","https://api.github.com/repos/commaai/openpilot/languages","https://api.github.com/repos/commaai/openpilot/stargazers","https://api.github.com/repos/commaai/openpilot/contributors","https://api.github.com/repos/commaai/openpilot/subscribers","https://api.github.com/repos/commaai/openpilot/subscription","https://api.github.com/repos/commaai/openpilot/commits{/sha}","https://api.github.com/repos/commaai/openpilot/git/commits{/sha}","https://api.github.com/repos/commaai/openpilot/comments{/number}","https://api.github.com/repos/commaai/openpilot/issues/comments{/number}","https://api.github.com/repos/commaai/openpilot/contents/{+path}","https://api.github.com/repos/commaai/openpilot/compare/{base}...{head}","https://api.github.com/repos/commaai/openpilot/merges","https://api.github.com/repos/commaai/openpilot/{archive_format}{/ref}","https://api.github.com/repos/commaai/openpilot/downloads","https://api.github.com/repos/commaai/openpilot/issues{/number}","https://api.github.com/repos/commaai/openpilot/pulls{/number}","https://api.github.com/repos/commaai/openpilot/milestones{/number}","https://api.github.com/repos/commaai/openpilot/notifications{?since,all,participating}","https://api.github.com/repos/commaai/openpilot/labels{/name}","https://api.github.com/repos/commaai/openpilot/releases{/id}","https://api.github.com/repos/commaai/openpilot/deployments","2016-11-24T01:33:30Z","2021-08-11T08:37:12Z","2021-08-11T08:33:59Z","git://github.com/commaai/openpilot.git","git@github.com:commaai/openpilot.git","https://github.com/commaai/openpilot.git","https://github.com/commaai/openpilot","https://comma.ai/",1591488,28452,28452,"C++",true,true,true,true,false,5365,,false,false,160,"{""key"":""mit"",""name"":""MIT License"",""spdx_id"":""MIT"",""url"":""https://api.github.com/licenses/mit"",""node_id"":""MDc6TGljZW5zZTEz""}",5365,160,28452,"master","{""admin"":false,""maintain"":false,""push"":false,""triage"":false,""pull"":true}","","{""login"":""commaai"",""id"":16128714,""node_id"":""MDEyOk9yZ2FuaXphdGlvbjE2MTI4NzE0"",""avatar_url"":""https://avatars.githubusercontent.com/u/16128714?v=4"",""gravatar_id"":"""",""url"":""https://api.github.com/users/commaai"",""html_url"":""https://github.com/commaai"",""followers_url"":""https://api.github.com/users/commaai/followers"",""following_url"":""https://api.github.com/users/commaai/following{/other_user}"",""gists_url"":""https://api.github.com/users/commaai/gists{/gist_id}"",""starred_url"":""https://api.github.com/users/commaai/starred{/owner}{/repo}"",""subscriptions_url"":""https://api.github.com/users/commaai/subscriptions"",""organizations_url"":""https://api.github.com/users/commaai/orgs"",""repos_url"":""https://api.github.com/users/commaai/repos"",""events_url"":""https://api.github.com/users/commaai/events{/privacy}"",""received_events_url"":""https://api.github.com/users/commaai/received_events"",""type"":""Organization"",""site_admin"":false}",5365,1286
"214587193","supabase/supabase","TypeScript","1359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93947448","twintproject/twint","Python","97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97086543","TheAlgorithms/Javascript","JavaScript","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14981376","dogecoin/dogecoin","C++","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"197153676","Chia-Network/chia-blockchain","Python","146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"189621607","github/docs","JavaScript","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
